Test suite generation,Whole process,Test suite execution
800,3688613,3104
3241,3688613,2249
3292,3688613,1984
3471,3688613,1961
3216,3688613,2728
3393,3688613,2508
3480,3688613,2957
3438,3688613,1967
3414,3688613,2409
3465,3688613,2522
3633,3688613,2025
3537,3688613,1752
3536,3688613,2394
3591,3688613,2583
3618,3688613,2263
3711,3688613,2437
3703,3688613,2032
3655,3688613,2472
3735,3688613,2364
3702,3688613,2785
3862,3688613,2253
3857,3688613,2643
3918,3688613,2321
3872,3688613,2580
3946,3688613,2198
4066,3688613,2133
4024,3688613,1964
4099,3688613,2131
4063,3688613,2329
4130,3688613,2082
4149,3688613,2202
4179,3688613,2313
4238,3688613,1995
4281,3688613,2319
4305,3688613,2179
4377,3688613,2412
4357,3688613,2275
