Test suite generation,Whole process,Test suite execution
98,2384473,52652
24,2384473,48773
10,2384473,46616
20,2384473,48316
12,2384473,47615
13,2384473,40356
10,2384473,50135
20,2384473,47855
19,2384473,46264
11,2384473,46090
20,2384473,39646
15,2384473,48645
10,2384473,40604
9,2384473,46260
14,2384473,47450
13,2384473,48038
15,2384473,41209
15,2384473,42075
15,2384473,46754
15,2384473,48796
18,2384473,51608
16,2384473,46919
16,2384473,47567
15,2384473,47928
15,2384473,47103
16,2384473,40340
16,2384473,46528
15,2384473,46234
19,2384473,49411
17,2384473,40947
17,2384473,40730
16,2384473,47693
14,2384473,41926
15,2384473,40014
14,2384473,37998
15,2384473,40825
17,2384473,50917
14,2384473,48745
14,2384473,47508
14,2384473,47647
