Test suite generation,Whole process,Test suite execution
105,3726556,50733
18,3726556,39637
16,3726556,46762
17,3726556,40203
7,3726556,40695
10,3726556,38104
11,3726556,40259
16,3726556,47951
12,3726556,47555
12,3726556,46957
27,3726556,47758
14,3726556,40287
14,3726556,39832
16,3726556,47841
13,3726556,40010
14,3726556,46873
15,3726556,499986
14,3726556,49722
12,3726556,48374
15,3726556,46636
15,3726556,38833
20,3726556,39785
15,3726556,47753
15,3726556,50415
16,3726556,49576
18,3726556,49894
15,3726556,39993
16,3726556,46540
15,3726556,41125
17,3726556,40021
17,3726556,40855
16,3726556,40419
17,3726556,985536
15,3726556,46938
14,3726556,47593
14,3726556,46999
14,3726556,47755
16,3726556,48928
16,3726556,40589
16,3726556,49471
