Test suite generation,Whole process,Test suite execution
70,3169748,53397
21,3169748,41930
18,3169748,48638
7,3169748,40960
6,3169748,39487
9,3169748,46066
7,3169748,38531
7,3169748,46260
10,3169748,41676
10,3169748,39540
4,3169748,40094
2,3169748,45975
2,3169748,41241
16,3169748,47950
5,3169748,41113
12,3169748,40967
6,3169748,39772
32,3169748,40220
7,3169748,46680
6,3169748,46861
6,3169748,40639
5,3169748,39106
6,3169748,41038
6,3169748,40019
8,3169748,45802
6,3169748,46905
6,3169748,39543
6,3169748,40529
10,3169748,47522
6,3169748,984538
2,3169748,47117
5,3169748,41007
7,3169748,48125
7,3169748,41150
1,3169748,46441
6,3169748,40221
4,3169748,41313
3,3169748,48507
7,3169748,46610
3,3169748,39972
