Test suite generation,Whole process,Test suite execution
350,12447571,306108
221,12447571,300191
167,12447571,308119
216,12447571,298779
163,12447571,300670
163,12447571,294992
144,12447571,298829
161,12447571,297116
150,12447571,294428
151,12447571,303302
145,12447571,306695
262,12447571,301704
260,12447571,295182
164,12447571,301183
210,12447571,299179
174,12447571,295660
262,12447571,308363
276,12447571,302190
254,12447571,295508
190,12447571,298568
165,12447571,296148
208,12447571,298329
168,12447571,296685
167,12447571,298764
168,12447571,300762
182,12447571,304449
370,12447571,300670
167,12447571,297284
175,12447571,297506
188,12447571,294678
168,12447571,291684
188,12447571,298000
198,12447571,293813
170,12447571,295552
164,12447571,298026
163,12447571,298740
179,12447571,293861
157,12447571,293814
148,12447571,299697
158,12447571,293203
