Test suite generation,Whole process,Test suite execution
3888,2676367,3149
5525,2676367,2300
5536,2676367,2063
5624,2676367,2139
5802,2676367,2130
25758,2676367,19887
25727,2676367,19314
25920,2676367,19490
26103,2676367,19622
26366,2676367,19874
26329,2676367,19242
26556,2676367,18790
27788,2676367,19529
27931,2676367,19703
27194,2676367,19363
27586,2676367,19685
27798,2676367,21949
27913,2676367,20077
27962,2676367,19673
28255,2676367,23245
28488,2676367,19721
28858,2676367,19217
29812,2676367,21146
29099,2676367,19504
29226,2676367,19339
30057,2676367,19324
29578,2676367,19502
30020,2676367,19510
29917,2676367,19779
30427,2676367,19224
30412,2676367,19563
30915,2676367,19120
30775,2676367,19374
32183,2676367,19096
32553,2676367,19958
32559,2676367,18856
32986,2676367,19233
31945,2676367,20164
32350,2676367,19357
33455,2676367,19798
