Test suite generation,Whole process,Test suite execution
494,2196607,50573
342,2196607,40510
316,2196607,41056
279,2196607,47698
245,2196607,41250
238,2196607,47287
228,2196607,47824
244,2196607,46861
246,2196607,39516
300,2196607,39555
246,2196607,39136
240,2196607,38764
303,2196607,38953
242,2196607,40881
249,2196607,39637
249,2196607,39839
239,2196607,39094
242,2196607,46162
250,2196607,48242
242,2196607,41546
242,2196607,39045
241,2196607,39597
244,2196607,39156
242,2196607,41148
249,2196607,40804
241,2196607,40922
252,2196607,40631
253,2196607,45853
272,2196607,48965
255,2196607,38815
271,2196607,41519
338,2196607,40397
255,2196607,40086
248,2196607,39865
263,2196607,40465
265,2196607,39311
247,2196607,39896
297,2196607,39024
355,2196607,39254
144,2196607,38002
