Test suite generation,Whole process,Test suite execution
2218,13179612,44540
565,13179612,38292
483,13179612,38339
763,13179612,38756
710,13179612,38518
792,13179612,38453
2537,13179612,292588
2557,13179612,292922
2505,13179612,292025
2680,13179612,291960
2598,13179612,292109
2558,13179612,291515
2615,13179612,292495
2814,13179612,290773
4303,13179612,290924
5133,13179612,292244
2838,13179612,291087
5743,13179612,291095
3836,13179612,291792
4247,13179612,293244
7455,13179612,291963
4678,13179612,291842
6992,13179612,291350
9141,13179612,291346
7857,13179612,292035
9551,13179612,292692
8437,13179612,291138
18323,13179612,290411
20944,13179612,290715
10108,13179612,291406
20398,13179612,291556
23019,13179612,290893
22300,13179612,291683
40353,13179612,290752
34511,13179612,290297
34112,13179612,291386
51895,13179612,291592
38647,13179612,291308
51791,13179612,290623
41996,13179612,291429
