Test suite generation,Whole process,Test suite execution
338,12304057,301545
185,12304057,294442
160,12304057,291899
152,12304057,294216
160,12304057,293877
305,12304057,293194
151,12304057,294338
158,12304057,292947
188,12304057,292331
154,12304057,291173
269,12304057,293309
156,12304057,294001
162,12304057,294173
276,12304057,294939
157,12304057,297158
155,12304057,296890
162,12304057,292374
285,12304057,300449
293,12304057,297021
280,12304057,295724
288,12304057,293880
280,12304057,294157
299,12304057,303830
166,12304057,294462
161,12304057,294251
228,12304057,298047
157,12304057,293880
226,12304057,294406
160,12304057,303140
279,12304057,294465
171,12304057,295127
163,12304057,292937
161,12304057,291562
227,12304057,302603
169,12304057,291952
155,12304057,294647
170,12304057,302059
191,12304057,293249
161,12304057,289352
147,12304057,290255
