Test suite generation,Whole process,Test suite execution
1707,2303123,1643
3412,2303123,989
3449,2303123,1200
3490,2303123,1004
3563,2303123,1013
3460,2303123,1400
3867,2303123,1392
3570,2303123,885
24946,2303123,9747
25875,2303123,11062
24652,2303123,10023
24921,2303123,9097
26084,2303123,8766
26370,2303123,8775
25801,2303123,9682
25846,2303123,9400
26472,2303123,9677
26445,2303123,9083
26610,2303123,8443
26953,2303123,10003
27048,2303123,10704
27412,2303123,11986
27956,2303123,15201
28490,2303123,10745
27861,2303123,12996
28734,2303123,11005
28375,2303123,11219
28737,2303123,11112
28674,2303123,12002
29278,2303123,13459
29262,2303123,12168
30342,2303123,10286
30097,2303123,13563
30140,2303123,11433
30544,2303123,10808
30744,2303123,10943
31830,2303123,9947
31414,2303123,9828
31716,2303123,10728
32025,2303123,9554
