Test suite generation,Whole process,Test suite execution
850,4973960,3184
3222,4973960,2416
3219,4973960,2433
3251,4973960,1831
3370,4973960,3359
3382,4973960,2338
3412,4973960,2206
3492,4973960,2671
3457,4973960,2975
3465,4973960,3041
3503,4973960,2769
3550,4973960,1747
3593,4973960,1930
3600,4973960,2669
3648,4973960,2174
3678,4973960,1899
31550,4973960,28916
31611,4973960,27723
32162,4973960,27743
33224,4973960,27420
32483,4973960,30752
32643,4973960,28060
33095,4973960,30858
33401,4973960,30797
34527,4973960,27833
34036,4973960,29565
34833,4973960,30808
35145,4973960,28773
34705,4973960,31007
35203,4973960,33004
35607,4973960,31912
36189,4973960,28269
36097,4973960,31337
36368,4973960,29651
36329,4973960,28955
43942,4973960,30046
37315,4973960,32456
52516,4973960,29548
37202,4973960,32435
