Test suite generation,Whole process,Test suite execution
2157,7220196,1969
6691,7220196,1532
6487,7220196,1835
6929,7220196,1626
6890,7220196,1810
6524,7220196,1606
6662,7220196,1754
6752,7220196,1469
6879,7220196,1709
9182,7220196,1394
6836,7220196,1802
6951,7220196,1624
14776,7220196,1698
7147,7220196,1584
11444,7220196,1394
9784,7220196,1822
438933,7220196,17831
665265,7220196,22616
248711,7220196,21032
70050,7220196,21556
57029,7220196,22761
57640,7220196,23612
58276,7220196,22074
58621,7220196,22506
59429,7220196,18163
69863,7220196,16616
60193,7220196,19728
91519,7220196,18853
104076,7220196,18354
107543,7220196,21030
108056,7220196,19669
108665,7220196,18720
124719,7220196,20392
93762,7220196,19325
153068,7220196,19011
107651,7220196,20691
100156,7220196,17725
114267,7220196,23380
177473,7220196,18907
