Test suite generation,Whole process,Test suite execution
935,3340388,3006
3190,3340388,2180
3253,3340388,3203
3306,3340388,2705
3300,3340388,2199
3366,3340388,2088
3350,3340388,2259
3468,3340388,2187
3490,3340388,3849
3524,3340388,2450
3489,3340388,1992
3863,3340388,2570
3607,3340388,1761
3603,3340388,1897
3638,3340388,2694
31440,3340388,26406
32325,3340388,26203
31803,3340388,26415
31913,3340388,27657
32611,3340388,27717
32490,3340388,30811
32927,3340388,28896
34114,3340388,28093
33480,3340388,26588
33884,3340388,24189
34180,3340388,25152
35545,3340388,23416
36015,3340388,28582
35426,3340388,24959
35870,3340388,22729
35637,3340388,23902
36759,3340388,27178
37382,3340388,23971
37105,3340388,24833
37883,3340388,25575
37623,3340388,29291
38588,3340388,22178
38037,3340388,31301
39386,3340388,28759
