Test suite generation,Whole process,Test suite execution
3099,20055376,77876
695,20055376,70129
997,20055376,38684
977,20055376,42987
876,20055376,53714
926,20055376,55522
869,20055376,39356
859,20055376,70753
922,20055376,53930
1005,20055376,99967
908,20055376,54557
978,20055376,53390
990,20055376,38182
957,20055376,69994
991,20055376,53537
937,20055376,56908
970,20055376,54314
944,20055376,55710
1442,20055376,38609
1016,20055376,38371
1033,20055376,91328
1039,20055376,54361
1052,20055376,55529
1050,20055376,38426
1061,20055376,54781
