Test suite generation,Whole process,Test suite execution
104,2544456,60577
17,2544456,48773
26,2544456,49199
14,2544456,48005
12,2544456,48834
16,2544456,48549
12,2544456,49123
13,2544456,56932
19,2544456,50076
12,2544456,46573
18,2544456,47468
19,2544456,51543
10,2544456,48312
18,2544456,48229
13,2544456,50802
14,2544456,46528
13,2544456,41324
14,2544456,57507
11,2544456,47823
15,2544456,50217
16,2544456,49202
9,2544456,50094
15,2544456,49698
15,2544456,46609
11,2544456,49380
12,2544456,56328
15,2544456,49160
15,2544456,58090
17,2544456,41123
17,2544456,46586
20,2544456,49544
15,2544456,49313
18,2544456,43047
18,2544456,49316
14,2544456,48041
14,2544456,47616
18,2544456,50306
16,2544456,47820
14,2544456,47365
17,2544456,51188
