Test suite generation,Whole process,Test suite execution
1686,2301843,1649
3456,2301843,1289
3507,2301843,1213
3548,2301843,860
3503,2301843,1001
24295,2301843,8852
24248,2301843,9137
24839,2301843,8014
24805,2301843,8632
25075,2301843,8399
25524,2301843,8412
25431,2301843,8275
26562,2301843,8256
25599,2301843,8407
26253,2301843,11139
26883,2301843,9015
26155,2301843,9320
26804,2301843,11462
27104,2301843,8965
27229,2301843,8828
27171,2301843,9594
28386,2301843,10133
27631,2301843,9676
28612,2301843,9199
28686,2301843,9658
29045,2301843,9557
29458,2301843,10973
28995,2301843,10447
29130,2301843,9437
29402,2301843,8863
29924,2301843,9058
29852,2301843,9175
30615,2301843,8890
30239,2301843,9386
30968,2301843,9825
30739,2301843,10443
31198,2301843,9245
31441,2301843,10145
31954,2301843,10297
31815,2301843,10180
