Test suite generation,Whole process,Test suite execution
316,12155561,301601
292,12155561,292473
187,12155561,291666
156,12155561,292080
148,12155561,292352
173,12155561,290735
233,12155561,291532
165,12155561,291010
299,12155561,290551
155,12155561,290933
270,12155561,295491
155,12155561,293943
166,12155561,291150
261,12155561,290813
169,12155561,291989
164,12155561,291663
277,12155561,291527
271,12155561,292835
156,12155561,293559
162,12155561,290658
148,12155561,290396
162,12155561,292555
161,12155561,290301
166,12155561,290850
158,12155561,290475
173,12155561,291722
194,12155561,289843
270,12155561,291498
162,12155561,289222
246,12155561,290188
188,12155561,290080
169,12155561,290609
165,12155561,290166
165,12155561,292178
177,12155561,290368
158,12155561,290978
160,12155561,289707
168,12155561,289469
159,12155561,291667
158,12155561,291414
