Test suite generation,Whole process,Test suite execution
2211,15236182,47595
564,15236182,39460
486,15236182,39539
923,15236182,38353
817,15236182,38903
729,15236182,39324
771,15236182,39524
719,15236182,39173
966,15236182,41493
674,15236182,38707
2651,15236182,302306
2558,15236182,298763
2542,15236182,297993
2664,15236182,297543
2581,15236182,297868
2667,15236182,300612
2755,15236182,299684
2651,15236182,296177
2652,15236182,303999
3424,15236182,295582
3763,15236182,297358
4666,15236182,296080
8933,15236182,294845
7726,15236182,295565
12954,15236182,297571
10401,15236182,294601
11447,15236182,350132
21100,15236182,293417
21259,15236182,291681
20827,15236182,294303
34248,15236182,294129
46941,15236182,291109
46667,15236182,327171
41261,15236182,294946
79795,15236182,295073
56444,15236182,291735
68804,15236182,292876
80420,15236182,306692
90566,15236182,298804
