Test suite generation,Whole process,Test suite execution
94,2530281,60438
20,2530281,57767
12,2530281,56457
6,2530281,49422
7,2530281,40490
8,2530281,49932
9,2530281,50223
10,2530281,51074
5,2530281,48657
5,2530281,50299
5,2530281,50194
8,2530281,50730
4,2530281,47739
8,2530281,48471
2,2530281,49751
5,2530281,57938
9,2530281,48684
11,2530281,47641
3,2530281,48262
8,2530281,49602
7,2530281,49828
8,2530281,49053
7,2530281,48096
6,2530281,51715
9,2530281,49701
13,2530281,49936
6,2530281,49377
5,2530281,57339
5,2530281,50462
6,2530281,48466
1,2530281,47529
6,2530281,58287
8,2530281,51749
7,2530281,39893
5,2530281,50737
2,2530281,47695
1,2530281,50927
5,2530281,47163
3,2530281,48875
3,2530281,50926
