Test suite generation,Whole process,Test suite execution
777,1356099,28988
602,1356099,20227
528,1356099,19653
518,1356099,20195
488,1356099,27106
439,1356099,20298
474,1356099,19832
406,1356099,20376
386,1356099,19885
363,1356099,19524
390,1356099,18651
382,1356099,19412
497,1356099,18738
470,1356099,18824
485,1356099,18304
481,1356099,18908
485,1356099,18340
473,1356099,19712
396,1356099,19580
359,1356099,25551
460,1356099,19961
332,1356099,19648
319,1356099,19780
463,1356099,26211
454,1356099,25568
362,1356099,19182
261,1356099,19708
301,1356099,19118
320,1356099,20043
296,1356099,19441
261,1356099,19456
394,1356099,19435
266,1356099,19936
458,1356099,19972
433,1356099,19929
452,1356099,19366
335,1356099,19595
268,1356099,19673
280,1356099,25670
303,1356099,19779
