Test suite generation,Whole process,Test suite execution
2211,15702398,45987
853,15702398,38483
689,15702398,38339
789,15702398,39111
682,15702398,38906
773,15702398,38293
659,15702398,39458
803,15702398,38355
692,15702398,38138
772,15702398,39214
727,15702398,38746
777,15702398,38564
679,15702398,39195
743,15702398,38707
685,15702398,38436
694,15702398,38320
828,15702398,38344
711,15702398,40535
709,15702398,50467
701,15702398,44940
703,15702398,43613
878,15702398,45140
690,15702398,42588
712,15702398,44977
897,15702398,44615
801,15702398,45459
723,15702398,44878
