Test suite generation,Whole process,Test suite execution
96,2204366,57213
15,2204366,46826
13,2204366,47122
90,2204366,39893
7,2204366,40786
4,2204366,46932
8,2204366,47646
2,2204366,41142
9,2204366,39398
10,2204366,41459
3,2204366,40307
4,2204366,39544
2,2204366,46757
4,2204366,47907
3,2204366,39378
6,2204366,39604
7,2204366,39335
2,2204366,36966
3,2204366,46372
4,2204366,47843
3,2204366,39202
3,2204366,40773
2,2204366,47739
2,2204366,39131
8,2204366,41052
10,2204366,39175
4,2204366,47708
5,2204366,40996
5,2204366,40532
5,2204366,46848
6,2204366,39189
5,2204366,46290
7,2204366,45824
6,2204366,48916
6,2204366,38889
6,2204366,40038
6,2204366,37126
8,2204366,39581
6,2204366,39482
7,2204366,39309
