Test suite generation,Whole process,Test suite execution
485,2229415,58933
363,2229415,41429
332,2229415,49029
340,2229415,40252
354,2229415,48445
317,2229415,46334
331,2229415,40378
309,2229415,39686
302,2229415,38455
259,2229415,48796
265,2229415,47127
184,2229415,43108
202,2229415,47706
209,2229415,39389
186,2229415,38577
189,2229415,39374
190,2229415,38587
303,2229415,40343
394,2229415,38722
241,2229415,40219
262,2229415,38756
257,2229415,39857
249,2229415,40869
272,2229415,39173
257,2229415,39582
261,2229415,40461
326,2229415,40915
308,2229415,40925
256,2229415,40462
247,2229415,39742
243,2229415,39658
248,2229415,39202
342,2229415,41496
239,2229415,46683
227,2229415,40386
243,2229415,40491
238,2229415,45647
245,2229415,41189
238,2229415,39968
268,2229415,40749
