Test suite generation,Whole process,Test suite execution
319,12122897,300705
287,12122897,292442
195,12122897,291676
152,12122897,292511
157,12122897,292703
243,12122897,290674
150,12122897,291048
296,12122897,290960
180,12122897,290430
255,12122897,290217
150,12122897,290555
261,12122897,290504
166,12122897,290843
252,12122897,290746
166,12122897,289722
266,12122897,293682
162,12122897,290555
267,12122897,290571
160,12122897,290091
160,12122897,289638
140,12122897,289834
157,12122897,290064
264,12122897,289018
164,12122897,289753
159,12122897,289843
261,12122897,289288
148,12122897,290338
154,12122897,290157
167,12122897,289907
148,12122897,289807
158,12122897,290408
154,12122897,290056
156,12122897,290266
153,12122897,289688
147,12122897,290371
153,12122897,290940
196,12122897,289875
152,12122897,290091
168,12122897,290012
154,12122897,289177
