Test suite generation,Whole process,Test suite execution
2242,5978702,2124
6403,5978702,1512
6517,5978702,1586
6486,5978702,1554
6600,5978702,1541
6679,5978702,1400
6911,5978702,1342
6671,5978702,1364
6900,5978702,1473
6901,5978702,1407
6805,5978702,1521
6820,5978702,1420
6963,5978702,1397
6903,5978702,1306
7074,5978702,1447
7094,5978702,1416
12740,5978702,1483
16509,5978702,1469
7297,5978702,1488
7358,5978702,1571
7335,5978702,1205
7409,5978702,1396
12369,5978702,1414
7424,5978702,1393
7592,5978702,1364
7652,5978702,1493
17822,5978702,1631
7867,5978702,1317
7791,5978702,1788
7743,5978702,1838
8438,5978702,1401
7990,5978702,1518
7898,5978702,1411
7979,5978702,1388
8055,5978702,3238
145093,5978702,19638
56654,5978702,22070
