Test suite generation,Whole process,Test suite execution
489,2186468,44815
325,2186468,40043
384,2186468,39893
269,2186468,38652
275,2186468,39806
238,2186468,41315
256,2186468,39737
236,2186468,46666
245,2186468,38861
191,2186468,38346
243,2186468,39528
241,2186468,38620
149,2186468,39203
241,2186468,39223
153,2186468,46860
245,2186468,39913
238,2186468,46612
247,2186468,39792
416,2186468,41519
260,2186468,39441
157,2186468,42237
370,2186468,41838
261,2186468,41372
215,2186468,38793
173,2186468,39804
253,2186468,39691
192,2186468,47651
172,2186468,46679
160,2186468,40110
252,2186468,40057
330,2186468,39818
243,2186468,40147
435,2186468,39736
321,2186468,39698
328,2186468,38151
353,2186468,38859
314,2186468,47993
397,2186468,39707
333,2186468,39989
286,2186468,39733
