Test suite generation,Whole process,Test suite execution
462,2273335,55780
354,2273335,41508
315,2273335,48329
332,2273335,40971
275,2273335,39774
304,2273335,40782
240,2273335,47827
189,2273335,38990
327,2273335,40527
217,2273335,38847
335,2273335,40767
148,2273335,46855
453,2273335,39017
230,2273335,39285
359,2273335,41178
150,2273335,48192
337,2273335,47129
148,2273335,47741
361,2273335,46189
153,2273335,46914
405,2273335,39463
235,2273335,39856
479,2273335,46743
152,2273335,40044
370,2273335,39725
162,2273335,41862
344,2273335,40982
178,2273335,46769
390,2273335,39999
159,2273335,48497
364,2273335,40570
218,2273335,39807
428,2273335,41924
219,2273335,47083
434,2273335,46201
232,2273335,46810
396,2273335,39122
241,2273335,46614
362,2273335,46634
216,2273335,39180
