Test suite generation,Whole process,Test suite execution
3937,2807225,2966
5486,2807225,2354
5507,2807225,2203
5504,2807225,2073
5467,2807225,2039
5699,2807225,1973
5593,2807225,2100
5586,2807225,2077
5777,2807225,2050
5708,2807225,2103
6050,2807225,2089
5643,2807225,2021
5737,2807225,2207
26589,2807225,19123
26604,2807225,19221
26588,2807225,19688
26812,2807225,19170
26853,2807225,18924
27139,2807225,19351
26545,2807225,19274
26901,2807225,19098
27147,2807225,19413
26902,2807225,18830
27462,2807225,19069
27553,2807225,19062
27692,2807225,20068
28038,2807225,19746
27579,2807225,19203
28139,2807225,18874
28799,2807225,19029
28440,2807225,18855
28510,2807225,19557
28702,2807225,19248
28692,2807225,19120
28827,2807225,19037
29975,2807225,18804
29193,2807225,19197
29514,2807225,19052
29744,2807225,19095
