Test suite generation,Whole process,Test suite execution
742,1353537,29423
495,1353537,19575
412,1353537,20041
430,1353537,18562
433,1353537,26258
456,1353537,20345
430,1353537,20037
449,1353537,19199
390,1353537,19566
414,1353537,26016
373,1353537,19981
283,1353537,26370
466,1353537,19194
535,1353537,19960
502,1353537,26121
482,1353537,25530
499,1353537,20092
385,1353537,19606
376,1353537,19293
302,1353537,19916
301,1353537,19536
291,1353537,19032
309,1353537,19725
276,1353537,19435
284,1353537,19391
280,1353537,19312
284,1353537,18715
356,1353537,19240
310,1353537,19652
385,1353537,18294
374,1353537,19385
452,1353537,19129
456,1353537,19911
456,1353537,19410
459,1353537,19227
457,1353537,17988
448,1353537,19859
450,1353537,18815
311,1353537,18692
301,1353537,19096
