Test suite generation,Whole process,Test suite execution
705,1448790,28897
618,1448790,30546
574,1448790,26664
483,1448790,19069
478,1448790,20028
537,1448790,19014
494,1448790,19587
391,1448790,19766
542,1448790,18966
305,1448790,19306
394,1448790,19620
563,1448790,19614
596,1448790,19393
473,1448790,19562
343,1448790,18888
584,1448790,25407
498,1448790,19464
604,1448790,18897
541,1448790,18547
604,1448790,20277
518,1448790,19578
634,1448790,19551
607,1448790,19879
549,1448790,19043
542,1448790,19730
540,1448790,19131
569,1448790,19729
529,1448790,19194
564,1448790,19724
499,1448790,25449
523,1448790,19844
455,1448790,18653
534,1448790,25867
461,1448790,19260
501,1448790,18748
444,1448790,30632
487,1448790,19140
478,1448790,32022
570,1448790,18713
493,1448790,18606
