Test suite generation,Whole process,Test suite execution
1033,4771624,3656
3290,4771624,1850
3540,4771624,2000
3271,4771624,2633
3315,4771624,2416
3337,4771624,1946
3368,4771624,2164
3432,4771624,2684
3465,4771624,2148
3487,4771624,2077
3482,4771624,1750
3527,4771624,2464
3565,4771624,2242
3622,4771624,2498
3667,4771624,2025
31232,4771624,25880
32400,4771624,28636
33077,4771624,32834
33375,4771624,28664
32539,4771624,26211
32798,4771624,26550
33021,4771624,30551
33270,4771624,31965
33773,4771624,30256
34018,4771624,29255
34006,4771624,26107
35316,4771624,31444
34742,4771624,29171
35829,4771624,30069
64385,4771624,25883
35260,4771624,28950
35985,4771624,29886
64787,4771624,31659
58505,4771624,29180
43773,4771624,29464
57210,4771624,28814
56362,4771624,29659
62141,4771624,30180
57937,4771624,31382
