Test suite generation,Whole process,Test suite execution
2737,16112787,45543
900,16112787,39434
912,16112787,45921
861,16112787,43466
900,16112787,37761
853,16112787,39161
908,16112787,38689
912,16112787,41046
906,16112787,40115
895,16112787,40024
959,16112787,38456
950,16112787,53748
958,16112787,37783
913,16112787,38566
921,16112787,38431
939,16112787,43930
952,16112787,39022
994,16112787,39893
1043,16112787,40479
991,16112787,39766
1055,16112787,39178
1044,16112787,42540
1030,16112787,58544
1310,16112787,42964
1062,16112787,41682
1048,16112787,38350
