Test suite generation,Whole process,Test suite execution
10863,26466248,719589
8308,26466248,745316
8886,26466248,704045
8345,26466248,701870
8710,26466248,720534
17718,26466248,717792
29993,26466248,667568
30584,26466248,754356
8955,26466248,793382
31949,26466248,723423
38498,26466248,686358
52701,26466248,713520
62275,26466248,712169
44424,26466248,756053
54914,26466248,654199
84982,26466248,734232
74584,26466248,749625
85696,26466248,686063
125637,26466248,625983
127129,26466248,657911
175562,26466248,729362
132368,26466248,687414
101082,26466248,764309
103953,26466248,716640
146817,26466248,698645
198318,26466248,628414
182677,26466248,820434
179583,26466248,655162
161458,26466248,729691
129295,26466248,682318
174215,26466248,657677
163762,26466248,729900
112080,26466248,421470
