Test suite generation,Whole process,Test suite execution
109,2397553,51814
17,2397553,50065
17,2397553,41167
13,2397553,47534
13,2397553,41385
11,2397553,48377
10,2397553,40578
14,2397553,46346
14,2397553,40158
10,2397553,40619
10,2397553,49241
18,2397553,38352
16,2397553,47440
15,2397553,50273
13,2397553,46376
14,2397553,58945
16,2397553,39528
15,2397553,40766
16,2397553,41037
35,2397553,47279
15,2397553,40835
18,2397553,49285
14,2397553,50773
14,2397553,48638
18,2397553,47043
16,2397553,49494
15,2397553,50023
14,2397553,48008
18,2397553,48979
17,2397553,47125
16,2397553,48055
35,2397553,41354
20,2397553,47672
14,2397553,40736
14,2397553,41646
15,2397553,41107
17,2397553,49112
16,2397553,48180
14,2397553,47447
13,2397553,46283
