Test suite generation,Whole process,Test suite execution
109,2444546,51211
20,2444546,56401
15,2444546,48629
8,2444546,48270
16,2444546,40684
15,2444546,48560
10,2444546,48829
13,2444546,48029
18,2444546,57736
16,2444546,47085
14,2444546,47232
19,2444546,51340
15,2444546,50769
18,2444546,40943
16,2444546,49441
14,2444546,49735
16,2444546,47600
14,2444546,40711
15,2444546,49443
17,2444546,47511
17,2444546,50432
16,2444546,39889
20,2444546,49644
17,2444546,46572
19,2444546,48211
17,2444546,57989
16,2444546,54522
17,2444546,40434
15,2444546,40452
15,2444546,40208
16,2444546,50408
14,2444546,49994
14,2444546,48312
17,2444546,48140
13,2444546,46542
14,2444546,39626
18,2444546,40832
13,2444546,40670
17,2444546,40384
16,2444546,39231
