Test suite generation,Whole process,Test suite execution
748,1328067,29225
475,1328067,19589
528,1328067,18215
541,1328067,18746
428,1328067,18188
546,1328067,19754
445,1328067,19461
420,1328067,19266
374,1328067,19766
329,1328067,20439
446,1328067,19641
388,1328067,19840
474,1328067,20682
444,1328067,25891
309,1328067,19237
379,1328067,19949
467,1328067,19682
443,1328067,19051
392,1328067,20323
325,1328067,19503
409,1328067,19074
477,1328067,19146
430,1328067,19246
331,1328067,19556
300,1328067,19652
379,1328067,19129
450,1328067,18513
439,1328067,19480
462,1328067,19432
462,1328067,19325
470,1328067,19758
348,1328067,19873
305,1328067,19448
387,1328067,19373
349,1328067,19837
300,1328067,19076
388,1328067,20096
305,1328067,19669
383,1328067,19015
297,1328067,19600
