Test suite generation,Whole process,Test suite execution
803,7624147,3357
3208,7624147,3335
3321,7624147,3060
3474,7624147,2408
3280,7624147,2394
3356,7624147,2099
3400,7624147,2237
3366,7624147,2702
3459,7624147,4097
3524,7624147,2083
3516,7624147,2450
3566,7624147,2550
3605,7624147,2105
3608,7624147,2347
3684,7624147,1931
31542,7624147,26597
31581,7624147,28582
32738,7624147,26618
32471,7624147,29558
32602,7624147,32978
34402,7624147,31279
33020,7624147,31996
34304,7624147,28684
33509,7624147,28053
33887,7624147,29294
34261,7624147,30889
35591,7624147,29087
34637,7624147,29313
37609,7624147,28612
36059,7624147,27727
36556,7624147,29263
37664,7624147,29150
36958,7624147,30579
36121,7624147,27189
37727,7624147,25594
67878,7624147,28216
78472,7624147,30139
69580,7624147,29390
88227,7624147,32846
