Test suite generation,Whole process,Test suite execution
101,2377278,59809
16,2377278,40605
18,2377278,39322
9,2377278,46580
14,2377278,48472
13,2377278,48832
11,2377278,46932
14,2377278,49291
24,2377278,47012
14,2377278,47436
21,2377278,47211
13,2377278,40911
16,2377278,47348
16,2377278,48270
14,2377278,50443
31,2377278,50427
17,2377278,46523
15,2377278,49527
14,2377278,47144
17,2377278,47731
15,2377278,46576
17,2377278,40664
15,2377278,39182
15,2377278,49341
15,2377278,40417
14,2377278,47395
17,2377278,49426
15,2377278,40474
17,2377278,39995
20,2377278,48532
16,2377278,46463
17,2377278,40452
19,2377278,41830
16,2377278,47353
14,2377278,38464
15,2377278,49666
15,2377278,47965
11,2377278,40809
15,2377278,39225
14,2377278,46254
