Test suite generation,Whole process,Test suite execution
145,2301755,57436
19,2301755,46048
12,2301755,40587
13,2301755,46434
7,2301755,48853
5,2301755,48665
10,2301755,48329
8,2301755,48790
8,2301755,51325
4,2301755,48525
7,2301755,39677
2,2301755,50873
4,2301755,47973
5,2301755,39123
3,2301755,39202
2,2301755,48477
4,2301755,48997
3,2301755,46580
2,2301755,40240
4,2301755,40372
4,2301755,47460
2,2301755,40296
6,2301755,39076
1,2301755,46901
12,2301755,46980
3,2301755,49457
2,2301755,47367
1,2301755,47038
12,2301755,40098
6,2301755,46058
5,2301755,47131
5,2301755,42378
8,2301755,40542
6,2301755,39806
5,2301755,47509
5,2301755,40819
6,2301755,38481
7,2301755,38337
5,2301755,46818
7,2301755,47372
