Test suite generation,Whole process,Test suite execution
2823,25200899,62095
966,25200899,70183
977,25200899,53676
902,25200899,38299
870,25200899,56681
919,25200899,40868
878,25200899,54978
909,25200899,38229
904,25200899,56399
895,25200899,69987
891,25200899,39527
933,25200899,50124
960,25200899,53802
928,25200899,70159
960,25200899,63892
972,25200899,53664
977,25200899,84724
955,25200899,38588
1384,25200899,58944
1088,25200899,69081
1026,25200899,53723
1122,25200899,53495
1022,25200899,84390
1013,25200899,70594
1061,25200899,64839
1018,25200899,69298
1090,25200899,40407
1086,25200899,63577
1129,25200899,96195
