Test suite generation,Whole process,Test suite execution
1757,2392966,2011
3455,2392966,1296
3519,2392966,1012
3542,2392966,902
3717,2392966,1018
3610,2392966,929
3601,2392966,938
3608,2392966,1077
3613,2392966,1375
3672,2392966,1099
3702,2392966,999
3634,2392966,1066
3777,2392966,1027
3721,2392966,967
3795,2392966,1003
3788,2392966,1036
3797,2392966,1086
24866,2392966,9196
24884,2392966,8590
25203,2392966,8857
25566,2392966,8917
25540,2392966,8561
25995,2392966,8703
25584,2392966,8550
26404,2392966,10005
26644,2392966,8951
27497,2392966,8920
27257,2392966,14046
27100,2392966,8752
27395,2392966,8493
27780,2392966,8815
27905,2392966,8925
28549,2392966,8677
29028,2392966,8901
28991,2392966,12011
29177,2392966,8653
29080,2392966,8677
29909,2392966,9355
29823,2392966,11914
