Test suite generation,Whole process,Test suite execution
1110,3045646,3662
3022,3045646,2072
3103,3045646,2408
3119,3045646,2248
3139,3045646,21565
3120,3045646,7157
3124,3045646,2397
3230,3045646,11058
3227,3045646,2488
3226,3045646,2463
3293,3045646,2132
3340,3045646,2361
26947,3045646,24524
26730,3045646,25046
27144,3045646,26108
28755,3045646,25685
27332,3045646,24898
27792,3045646,24586
27846,3045646,23792
27894,3045646,24406
28522,3045646,24667
28074,3045646,24015
28742,3045646,24281
28658,3045646,34904
29119,3045646,24650
30115,3045646,24291
29526,3045646,23764
29488,3045646,29087
29760,3045646,44291
29759,3045646,24143
29903,3045646,24115
30776,3045646,24422
30485,3045646,24085
31628,3045646,24062
30964,3045646,24316
31143,3045646,24600
31735,3045646,24174
31758,3045646,23943
32559,3045646,23989
