Test suite generation,Whole process,Test suite execution
4040,2828634,3153
5686,2828634,2488
5815,2828634,2060
5854,2828634,2174
5696,2828634,2129
5813,2828634,1980
5792,2828634,2162
5952,2828634,2054
26964,2828634,19063
27855,2828634,24365
28018,2828634,19062
27362,2828634,19540
27573,2828634,22085
27876,2828634,20438
27909,2828634,20776
28718,2828634,20659
28769,2828634,20645
28739,2828634,21353
28642,2828634,20326
29224,2828634,20667
29110,2828634,20546
29514,2828634,19489
29926,2828634,19560
29669,2828634,19928
30030,2828634,20068
30247,2828634,19578
31711,2828634,19473
30519,2828634,19129
30739,2828634,19498
30983,2828634,19030
30816,2828634,19167
31260,2828634,19892
31989,2828634,19386
32445,2828634,19121
32737,2828634,19441
32361,2828634,19499
32324,2828634,20090
32641,2828634,20970
32184,2828634,19513
34202,2828634,18972
