Test suite generation,Whole process,Test suite execution
885,3322777,3366
3255,3322777,1899
3252,3322777,2304
3234,3322777,1755
3345,3322777,2980
3438,3322777,2498
3319,3322777,1934
3376,3322777,2229
3375,3322777,2221
3462,3322777,2030
3534,3322777,2334
3555,3322777,2136
3549,3322777,1561
3616,3322777,2582
3631,3322777,1885
31426,3322777,26837
31594,3322777,27235
32247,3322777,26535
32344,3322777,26712
33376,3322777,26161
32919,3322777,27885
34543,3322777,27045
34685,3322777,25051
33438,3322777,25867
34229,3322777,26267
34289,3322777,27621
35643,3322777,26700
34778,3322777,27710
35307,3322777,30149
35378,3322777,29419
35855,3322777,28454
35878,3322777,26340
36337,3322777,25067
38155,3322777,26781
37055,3322777,27394
37008,3322777,27380
38261,3322777,28434
37428,3322777,26682
37733,3322777,25502
