Test suite generation,Whole process,Test suite execution
4024,2796380,3196
5547,2796380,2297
5769,2796380,2117
5491,2796380,2078
5538,2796380,2106
5526,2796380,2220
5648,2796380,2004
5664,2796380,2067
25731,2796380,20078
25818,2796380,19749
26052,2796380,20526
26038,2796380,20072
26717,2796380,20481
26802,2796380,20012
26778,2796380,20292
26790,2796380,20127
26894,2796380,21486
27088,2796380,19993
27595,2796380,20065
27663,2796380,20450
27638,2796380,20260
28055,2796380,20894
29389,2796380,20482
28416,2796380,20240
28662,2796380,20422
28705,2796380,19993
29845,2796380,20012
29256,2796380,20017
29093,2796380,20663
30490,2796380,19643
29794,2796380,22634
29878,2796380,20011
30596,2796380,20310
30224,2796380,19857
30508,2796380,20460
30960,2796380,20060
31171,2796380,19964
31544,2796380,22351
31469,2796380,22600
32208,2796380,20548
