Test suite generation,Whole process,Test suite execution
813,3489714,3278
3297,3489714,2319
3275,3489714,2948
3294,3489714,2060
3242,3489714,2336
3626,3489714,2123
3335,3489714,1973
3421,3489714,1971
3396,3489714,2349
3425,3489714,2524
3525,3489714,2088
3489,3489714,2245
3577,3489714,2198
3614,3489714,2477
3677,3489714,2275
31342,3489714,21278
32061,3489714,25362
32260,3489714,23765
32835,3489714,23571
33048,3489714,25154
32887,3489714,24883
33187,3489714,26438
34270,3489714,27363
34169,3489714,27418
35472,3489714,24771
34468,3489714,25134
35772,3489714,26100
35076,3489714,23981
35884,3489714,25273
36244,3489714,27114
36076,3489714,25797
36628,3489714,27683
36337,3489714,25108
38688,3489714,28618
36937,3489714,31198
37289,3489714,29129
37534,3489714,31385
37552,3489714,29751
38207,3489714,29024
