Test suite generation,Whole process,Test suite execution
3975,2663874,2884
5550,2663874,2089
5612,2663874,2123
5562,2663874,2031
5678,2663874,2132
25379,2663874,20188
25856,2663874,20300
25752,2663874,19521
26129,2663874,19942
26011,2663874,20033
27036,2663874,19760
26315,2663874,20766
26502,2663874,19067
27250,2663874,19741
26878,2663874,19889
26899,2663874,19618
27148,2663874,20152
28062,2663874,19455
28928,2663874,19398
27472,2663874,19527
27763,2663874,19099
27842,2663874,20240
28399,2663874,20020
28876,2663874,19574
28611,2663874,19180
28460,2663874,19456
28927,2663874,19186
29049,2663874,19189
29743,2663874,20257
28966,2663874,19625
29418,2663874,20249
29252,2663874,18867
30074,2663874,19596
29954,2663874,19476
30962,2663874,19066
30265,2663874,19697
30104,2663874,19077
30829,2663874,19117
31694,2663874,19406
30825,2663874,19200
