Test suite generation,Whole process,Test suite execution
511,2306263,51090
525,2306263,48162
294,2306263,46954
341,2306263,39316
324,2306263,47854
311,2306263,47020
330,2306263,40606
280,2306263,48164
209,2306263,49545
256,2306263,40429
250,2306263,48716
350,2306263,47845
274,2306263,40357
255,2306263,48000
253,2306263,47522
276,2306263,49855
300,2306263,47490
317,2306263,40091
318,2306263,47511
293,2306263,47323
245,2306263,46545
243,2306263,48828
244,2306263,40530
244,2306263,40633
240,2306263,47501
259,2306263,49976
354,2306263,39447
262,2306263,39791
260,2306263,41105
249,2306263,38092
255,2306263,38309
304,2306263,40237
265,2306263,41068
243,2306263,39042
282,2306263,40244
249,2306263,40012
248,2306263,39782
149,2306263,38331
312,2306263,39824
259,2306263,40339
