Test suite generation,Whole process,Test suite execution
2858,28839490,77335
938,28839490,55131
905,28839490,37714
923,28839490,55182
873,28839490,53980
968,28839490,41800
913,28839490,69761
873,28839490,70355
931,28839490,38217
1006,28839490,70893
927,28839490,54142
913,28839490,38870
990,28839490,100399
998,28839490,42188
1006,28839490,54589
980,28839490,71015
957,28839490,87490
1339,28839490,40315
1063,28839490,54073
1014,28839490,41533
1023,28839490,69494
1030,28839490,69170
1071,28839490,55077
1058,28839490,53546
1082,28839490,40718
1097,28839490,38477
1112,28839490,56011
1177,28839490,68709
1155,28839490,55622
1099,28839490,75086
