Test suite generation,Whole process,Test suite execution
319,1821826,37488
210,1821826,32036
251,1821826,30704
253,1821826,32245
290,1821826,33491
167,1821826,29911
174,1821826,31090
309,1821826,30696
184,1821826,31517
152,1821826,33078
274,1821826,33254
282,1821826,34956
171,1821826,33735
171,1821826,32425
155,1821826,33199
171,1821826,32225
172,1821826,31997
163,1821826,29570
166,1821826,32877
161,1821826,32750
163,1821826,29997
161,1821826,31425
160,1821826,30976
176,1821826,29928
154,1821826,29933
188,1821826,31125
171,1821826,33188
164,1821826,34865
168,1821826,30664
162,1821826,30929
177,1821826,29372
162,1821826,31014
181,1821826,28791
156,1821826,29953
172,1821826,28745
155,1821826,29411
153,1821826,289831
170,1821826,29192
165,1821826,29767
148,1821826,29019
