Test suite generation,Whole process,Test suite execution
2254,17257553,44529
572,17257553,38331
483,17257553,38263
767,17257553,38448
540,17257553,38152
470,17257553,38477
779,17257553,38495
700,17257553,38403
2584,17257553,291937
2653,17257553,292100
2669,17257553,292676
2521,17257553,296267
2622,17257553,292443
4855,17257553,291684
5071,17257553,292993
6564,17257553,292079
6872,17257553,290990
10440,17257553,291016
13109,17257553,290847
17160,17257553,290728
22329,17257553,292127
16588,17257553,291115
17346,17257553,290611
37485,17257553,291669
32073,17257553,291012
37305,17257553,291660
55250,17257553,291398
64645,17257553,290552
51218,17257553,290938
58329,17257553,291509
114424,17257553,291029
98241,17257553,290706
98088,17257553,291395
118002,17257553,292155
98727,17257553,290663
118408,17257553,289914
239102,17257553,291378
151796,17257553,291117
220867,17257553,290459
199529,17257553,291210
