Test suite generation,Whole process,Test suite execution
2246,6764666,2088
6538,6764666,1542
6517,6764666,1692
6536,6764666,1544
6653,6764666,1552
6601,6764666,1665
6674,6764666,1228
6760,6764666,1480
6740,6764666,1523
6988,6764666,1431
6925,6764666,1698
6973,6764666,1823
7051,6764666,1474
7480,6764666,1515
11580,6764666,2156
7145,6764666,1413
7161,6764666,2010
7247,6764666,1467
10377,6764666,1651
7368,6764666,2016
234129,6764666,21728
418530,6764666,27614
157024,6764666,25683
145609,6764666,30044
116442,6764666,25178
112584,6764666,27134
99616,6764666,26790
59721,6764666,25488
59886,6764666,22867
60749,6764666,27485
59833,6764666,20041
60795,6764666,22957
100121,6764666,20649
109707,6764666,21965
139829,6764666,23499
101933,6764666,21318
111499,6764666,26100
93623,6764666,20910
