Test suite generation,Whole process,Test suite execution
78,2265245,51921
23,2265245,46602
9,2265245,48612
6,2265245,47876
8,2265245,40603
9,2265245,48841
9,2265245,40748
15,2265245,41218
11,2265245,49799
7,2265245,40505
3,2265245,46393
3,2265245,46368
2,2265245,46465
2,2265245,39921
5,2265245,47862
4,2265245,40878
4,2265245,46272
4,2265245,39193
2,2265245,47837
4,2265245,40965
4,2265245,40846
11,2265245,47716
4,2265245,46078
1,2265245,46822
3,2265245,47517
6,2265245,41143
3,2265245,41103
12,2265245,46812
10,2265245,46743
2,2265245,49496
2,2265245,47175
2,2265245,45473
4,2265245,40311
2,2265245,41030
7,2265245,40763
2,2265245,38476
6,2265245,41005
5,2265245,39852
3,2265245,47997
3,2265245,40387
