Test suite generation,Whole process,Test suite execution
2254,5683516,2210
6633,5683516,1571
6510,5683516,1778
6538,5683516,1468
6544,5683516,1451
6567,5683516,1421
6725,5683516,1758
6741,5683516,1382
6867,5683516,1637
6884,5683516,1436
7047,5683516,1486
6867,5683516,1408
6981,5683516,1539
6974,5683516,1370
7050,5683516,1339
7118,5683516,1614
9818,5683516,1449
7570,5683516,1404
7278,5683516,1449
12339,5683516,2239
7409,5683516,2039
7416,5683516,1763
8025,5683516,2254
7406,5683516,2205
7540,5683516,2153
55535,5683516,18959
210673,5683516,19261
251786,5683516,20859
678662,5683516,25282
285875,5683516,23314
113733,5683516,24180
71487,5683516,29140
59218,5683516,24853
60791,5683516,22822
62006,5683516,22817
61265,5683516,24398
60882,5683516,25519
62462,5683516,24704
