Test suite generation,Whole process,Test suite execution
2217,7053045,4486
2703,7053045,1947
2703,7053045,2343
2624,7053045,1953
2498,7053045,2242
2451,7053045,2133
2597,7053045,2238
2567,7053045,1807
2536,7053045,3021
2525,7053045,2419
2564,7053045,2208
2612,7053045,2150
2582,7053045,2202
2609,7053045,2378
2693,7053045,3223
2613,7053045,2257
2434,7053045,2268
2413,7053045,1904
2642,7053045,2551
2562,7053045,2342
2478,7053045,1858
2511,7053045,2080
2824,7053045,2170
2772,7053045,2177
2758,7053045,2052
2564,7053045,1921
2673,7053045,2031
2897,7053045,2604
18532,7053045,21653
18840,7053045,21677
18976,7053045,26844
19115,7053045,20633
19276,7053045,21800
19480,7053045,20397
19609,7053045,19460
22052,7053045,20155
31770,7053045,24775
19938,7053045,21278
