Test suite generation,Whole process,Test suite execution
498,2299547,50082
272,2299547,49416
402,2299547,41124
286,2299547,40125
407,2299547,41132
302,2299547,46284
205,2299547,45926
632,2299547,41285
406,2299547,40228
145,2299547,48499
285,2299547,45851
177,2299547,40168
143,2299547,40838
253,2299547,48040
171,2299547,40562
181,2299547,47189
198,2299547,46628
506,2299547,49574
199,2299547,40574
165,2299547,48352
157,2299547,50612
172,2299547,47898
493,2299547,46085
468,2299547,40076
545,2299547,46381
555,2299547,39368
631,2299547,39536
619,2299547,46382
622,2299547,47338
560,2299547,45944
577,2299547,39953
549,2299547,38819
564,2299547,40347
527,2299547,39819
550,2299547,46272
224,2299547,39260
276,2299547,46099
211,2299547,40088
331,2299547,49135
195,2299547,38517
