Test suite generation,Whole process,Test suite execution
2257,4783763,2134
6520,4783763,1593
6496,4783763,1718
6480,4783763,1664
6902,4783763,1612
6611,4783763,1488
6673,4783763,1466
6704,4783763,1495
6768,4783763,1626
6857,4783763,1492
6896,4783763,1558
6975,4783763,2027
7499,4783763,1617
7553,4783763,1445
14373,4783763,1934
7117,4783763,1803
7223,4783763,1542
7263,4783763,1723
7353,4783763,1545
7499,4783763,1671
7395,4783763,1337
7492,4783763,1470
7773,4783763,1947
7475,4783763,1486
7548,4783763,1518
7769,4783763,1968
7684,4783763,1869
7774,4783763,1462
7860,4783763,1511
7827,4783763,2048
8513,4783763,1483
7963,4783763,1929
8069,4783763,1871
8134,4783763,1685
8209,4783763,2132
56992,4783763,19949
84441,4783763,22361
