testCaseId,faulty,faultyReason,fulfillsDependencies,operationId,path,httpMethod,inputContentType,outputContentType_x,headerParameters,pathParameters,queryParameters,formParameters,bodyParameter,testResultId,statusCode,responseBody,outputContentType_y,passed,failReason,failReasonCategory,timestamp,api,bot,faultClusterIndex,totalFailures,uncoveredByBots,totalUncoveredByBots
test_s0uhd9pritdk_GetProducts,False,null,False,GetProducts,/v1/products,GET,application/x-www-form-urlencoded,application/json,Authorization=,,created%5Bgt%5D=1631859812;expand%5B%5D=data;created%5Bgte%5D=1632350930;,,,test_s0uhd9pritdk_GetProducts,200,"{
  ""object"": ""list"",
  ""data"": [
    {
      ""id"": ""XM5OSvsY4PrFHoYn9kG"",
      ""object"": ""product"",
      ""active"": true,
      ""attributes"": [],
      ""created"": 1637001856,
      ""default_price"": null,
      ""description"": null,
      ""images"": [
        ""illegitimately""
      ],
      ""livemode"": false,
      ""metadata"": {},
      ""name"": ""hagbut"",
      ""package_dimensions"": {
        ""height"": 58.0,
        ""length"": 23.0,
        ""weight"": 24.0,
        ""width"": 51.0
      },
      ""shippable"": true,
      ""statement_descriptor"": ""pilotage"",
      ""tax_code"": ""txcd_37010000"",
      ""type"": ""service"",
      ""unit_label"": null,
      ""updated"": 1637001856,
      ""url"": null
    },
    {
      ""id"": ""x9ZxqYz9boKGFH3O4kND"",
      ""object"": ""product"",
      ""active"": true,
      ""attributes"": [],
      ""created"": 1637001855,
      ""default_price"": null,
      ""description"": null,
      ""images"": [
        ""largo""
      ],
      ""livemode"": false,
      ""metadata"": {},
      ""name"": ""neuroanatomy"",
      ""package_dimensions"": null,
      ""shippable"": null,
      ""statement_descriptor"": null,
      ""tax_code"": null,
      ""type"": ""service"",
      ""unit_label"": ""icQOcJQ4Kb"",
      ""updated"": 1637001855,
      ""url"": ""costumer""
    },
    {
      ""id"": ""s3u6PABpNDmClYM8F"",
      ""object"": ""product"",
      ""active"": false,
      ""attributes"": [],
      ""created"": 1637001855,
      ""default_price"": null,
      ""description"": null,
      ""images"": [],
      ""livemode"": false,
      ""metadata"": {},
      ""name"": ""alveolitis"",
      ""package_dimensions"": {
        ""height"": 23.0,
        ""length"": 56.0,
        ""weight"": 37.0,
        ""width"": 10.0
      },
      ""shippable"": false,
      ""statement_descriptor"": null,
      ""tax_code"": ""txcd_10304000"",
      ""type"": ""service"",
      ""unit_label"": null,
      ""updated"": 1637001855,
      ""url"": null
    },
    {
      ""id"": ""lZil4v70m5GEFEyFoNp"",
      ""object"": ""product"",
      ""active"": false,
      ""attributes"": [],
      ""created"": 1637001854,
      ""default_price"": null,
      ""description"": ""ready"",
      ""images"": [
        ""good""
      ],
      ""livemode"": false,
      ""metadata"": {},
      ""name"": ""ceterach"",
      ""package_dimensions"": {
        ""height"": 1.0,
        ""length"": 14.0,
        ""weight"": 74.0,
        ""width"": 69.0
      },
      ""shippable"": true,
      ""statement_descriptor"": null,
      ""tax_code"": ""txcd_31030001"",
      ""type"": ""service"",
      ""unit_label"": ""z"",
      ""updated"": 1637001854,
      ""url"": null
    },
    {
      ""id"": ""VN8dQ5TjzVZTl4t"",
      ""object"": ""product"",
      ""active"": true,
      ""attributes"": [],
      ""created"": 1637001853,
      ""default_price"": null,
      ""description"": ""resonate"",
      ""images"": [],
      ""livemode"": false,
      ""metadata"": {},
      ""name"": ""bise"",
      ""package_dimensions"": {
        ""height"": 17.0,
        ""length"": 89.0,
        ""weight"": 32.0,
        ""width"": 31.0
      },
      ""shippable"": null,
      ""statement_descriptor"": ""bullheadedness"",
      ""tax_code"": null,
      ""type"": ""service"",
      ""unit_label"": ""PuogmsOEauoY"",
      ""updated"": 1637001853,
      ""url"": null
    },
    {
      ""id"": ""WsHsQGMnpZ78ghB4"",
      ""object"": ""product"",
      ""active"": true,
      ""attributes"": [],
      ""created"": 1637001853,
      ""default_price"": null,
      ""description"": ""approach"",
      ""images"": [
        ""jubilantly""
      ],
      ""livemode"": false,
      ""metadata"": {},
      ""name"": ""transfer"",
      ""package_dimensions"": {
        ""height"": 79.0,
        ""length"": 96.0,
        ""weight"": 11.0,
        ""width"": 94.0
      },
      ""shippable"": true,
      ""statement_descriptor"": ""seating"",
      ""tax_code"": ""txcd_34020005"",
      ""type"": ""service"",
      ""unit_label"": ""6rgOPNke"",
      ""updated"": 1637001853,
      ""url"": null
    },
    {
      ""id"": ""prod_KbMtuNFweoVPaD"",
      ""object"": ""product"",
      ""active"": true,
      ""attributes"": [],
      ""created"": 1637001852,
      ""default_price"": null,
      ""description"": null,
      ""images"": [
        ""playfully""
      ],
      ""livemode"": false,
      ""metadata"": {},
      ""name"": ""diagramming"",
      ""package_dimensions"": null,
      ""shippable"": null,
      ""statement_descriptor"": ""deliverance"",
      ""tax_code"": ""txcd_20060009"",
      ""type"": ""service"",
      ""unit_label"": null,
      ""updated"": 1637001852,
      ""url"": ""melissa""
    },
    {
      ""id"": ""prod_KbMtQQwOYmpRgW"",
      ""object"": ""product"",
      ""active"": true,
      ""attributes"": [],
      ""created"": 1637001851,
      ""default_price"": null,
      ""description"": null,
      ""images"": [],
      ""livemode"": false,
      ""metadata"": {},
      ""name"": ""actress"",
      ""package_dimensions"": null,
      ""shippable"": null,
      ""statement_descriptor"": null,
      ""tax_code"": null,
      ""type"": ""service"",
      ""unit_label"": null,
      ""updated"": 1637001851,
      ""url"": ""capsid""
    },
    {
      ""id"": ""1L7GTfjyxOje"",
      ""object"": ""product"",
      ""active"": true,
      ""attributes"": [],
      ""created"": 1637001851,
      ""default_price"": null,
      ""description"": ""colorcast"",
      ""images"": [],
      ""livemode"": false,
      ""metadata"": {},
      ""name"": ""islander"",
      ""package_dimensions"": {
        ""height"": 54.0,
        ""length"": 24.0,
        ""weight"": 48.0,
        ""width"": 51.0
      },
      ""shippable"": true,
      ""statement_descriptor"": ""sarracenia"",
      ""tax_code"": null,
      ""type"": ""service"",
      ""unit_label"": ""TGiDbR"",
      ""updated"": 1637001851,
      ""url"": null
    },
    {
      ""id"": ""jDmnHeSQwgHvbM"",
      ""object"": ""product"",
      ""active"": true,
      ""attributes"": [],
      ""created"": 1637001850,
      ""default_price"": null,
      ""description"": null,
      ""images"": [],
      ""livemode"": false,
      ""metadata"": {},
      ""name"": ""elephas"",
      ""package_dimensions"": null,
      ""shippable"": null,
      ""statement_descriptor"": ""parliamentarian"",
      ""tax_code"": null,
      ""type"": ""service"",
      ""unit_label"": ""pjt"",
      ""updated"": 1637001850,
      ""url"": null
    }
  ],
  ""has_more"": true,
  ""url"": ""/v1/products""
}",application/json,False,"OAS disconformity: [Path '/data/[item]'] Object instance has properties which are not allowed by the schema: [""attributes"";""default_price"";""type""] --- [Path '/data/[item]/package_dimensions'] Instance failed to match exactly one schema (matched 0 out of 2) --- [Path '/data/[item]/package_dimensions'] Object instance has properties which are not allowed by the schema: [""height"";""length"";""weight"";""width""] --- [Path '/data/[item]/tax_code'] Instance failed to match at least one required schema among 2",OAS disconformity,1671642072096,Stripe_Products_rt_3,../target/test-data/Stripe_Products_rt_3/test-cases_1671642072096.csv,0,68,../target/test-data/Stripe_Products_rt_3/test-cases_1671642072096.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671642132778.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671642183199.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671642232760.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671642282686.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671642340180.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671642390540.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671642441712.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671642492304.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671642542915.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671642646124.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671642750065.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671642804601.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671642858248.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671642911000.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671642969982.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671643085056.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671643138367.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671643249051.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671643357286.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671643463438.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671643516981.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671643571021.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671643679079.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671643795089.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671643849415.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671643905619.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671643959752.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671644022929.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671644132305.csv,30
test_u88h4gn6cgtx_GetProducts,False,null,False,GetProducts,/v1/products,GET,application/x-www-form-urlencoded,application/json,Authorization=,,expand%5B%5D=data;limit=87;created%5Blt%5D=1630059998;,,,test_u88h4gn6cgtx_GetProducts,200,"{
  ""object"": ""list"",
  ""data"": [
    {
      ""id"": ""prod_GqvuvLm6nYJTKo"",
      ""object"": ""product"",
      ""active"": true,
      ""attributes"": [],
      ""created"": 1583392992,
      ""default_price"": ""plan_GqvvYiJm16Rqxp"",
      ""description"": ""cleanly"",
      ""images"": [
        ""inconsistently""
      ],
      ""livemode"": false,
      ""metadata"": {},
      ""name"": ""chitter"",
      ""package_dimensions"": {
        ""height"": 55.0,
        ""length"": 42.0,
        ""weight"": 95.0,
        ""width"": 16.0
      },
      ""shippable"": true,
      ""statement_descriptor"": null,
      ""tax_code"": ""txcd_32010001"",
      ""type"": ""service"",
      ""unit_label"": null,
      ""updated"": 1652486602,
      ""url"": ""effectually""
    },
    {
      ""id"": ""prod_Gqvu271tZyj1HY"",
      ""object"": ""product"",
      ""active"": false,
      ""attributes"": [],
      ""created"": 1583392944,
      ""default_price"": null,
      ""description"": ""white-lipped"",
      ""images"": [
        ""shellack""
      ],
      ""livemode"": false,
      ""metadata"": {},
      ""name"": ""downstairs"",
      ""package_dimensions"": {
        ""height"": 58.0,
        ""length"": 97.0,
        ""weight"": 11.0,
        ""width"": 51.0
      },
      ""shippable"": true,
      ""statement_descriptor"": null,
      ""tax_code"": ""txcd_33020200"",
      ""type"": ""service"",
      ""unit_label"": null,
      ""updated"": 1635459557,
      ""url"": ""effectually""
    },
    {
      ""id"": ""prod_GqlEEiYohkggIq"",
      ""object"": ""product"",
      ""active"": false,
      ""attributes"": [],
      ""created"": 1583353262,
      ""default_price"": null,
      ""description"": ""labial"",
      ""images"": [
        ""smite""
      ],
      ""livemode"": false,
      ""metadata"": {},
      ""name"": ""dasymeter"",
      ""package_dimensions"": {
        ""height"": 61.0,
        ""length"": 27.0,
        ""weight"": 47.0,
        ""width"": 80.0
      },
      ""shippable"": false,
      ""statement_descriptor"": null,
      ""tax_code"": ""txcd_31040002"",
      ""type"": ""service"",
      ""unit_label"": null,
      ""updated"": 1635477746,
      ""url"": ""technically""
    }
  ],
  ""has_more"": false,
  ""url"": ""/v1/products""
}",application/json,False,"OAS disconformity: [Path '/data/[item]'] Object instance has properties which are not allowed by the schema: [""attributes"";""default_price"";""type""] --- [Path '/data/[item]/package_dimensions'] Object instance has properties which are not allowed by the schema: [""height"";""length"";""weight"";""width""]",OAS disconformity,1671642072096,Stripe_Products_rt_3,../target/test-data/Stripe_Products_rt_3/test-cases_1671642072096.csv,1,55,../target/test-data/Stripe_Products_rt_3/test-cases_1671642072096.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671642132778.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671642282686.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671642390540.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671642441712.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671642492304.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671642593647.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671642697394.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671642750065.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671642804601.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671642911000.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671642969982.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671643032524.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671643138367.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671643192890.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671643249051.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671643303397.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671643357286.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671643409692.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671643463438.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671643571021.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671643679079.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671643740450.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671643795089.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671643905619.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671643959752.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671644022929.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671644077795.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671644132305.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671644187149.csv,30
test_qdpzzwd3o851_GetProducts,False,null,False,GetProducts,/v1/products,GET,application/x-www-form-urlencoded,application/json,Authorization=,,expand%5B%5D=data;url=habituate;,,,test_qdpzzwd3o851_GetProducts,200,"{
  ""object"": ""list"",
  ""data"": [
    {
      ""id"": ""prod_KYgGZQSzSxcEyl"",
      ""object"": ""product"",
      ""active"": true,
      ""attributes"": [],
      ""created"": 1636381974,
      ""default_price"": null,
      ""description"": null,
      ""images"": [],
      ""livemode"": false,
      ""metadata"": {},
      ""name"": ""tracheal"",
      ""package_dimensions"": null,
      ""shippable"": null,
      ""statement_descriptor"": null,
      ""tax_code"": null,
      ""type"": ""service"",
      ""unit_label"": null,
      ""updated"": 1636381974,
      ""url"": ""habituate""
    }
  ],
  ""has_more"": false,
  ""url"": ""/v1/products""
}",application/json,False,"OAS disconformity: [Path '/data/[item]'] Object instance has properties which are not allowed by the schema: [""attributes"";""default_price"";""type""] --- [Path '/data/[item]/package_dimensions'] Instance failed to match exactly one schema (matched 0 out of 2) --- [Path '/data/[item]/tax_code'] Instance failed to match at least one required schema among 2",OAS disconformity,1671642183199,Stripe_Products_rt_3,../target/test-data/Stripe_Products_rt_3/test-cases_1671642183199.csv,2,6,../target/test-data/Stripe_Products_rt_3/test-cases_1671642183199.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671642340180.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671642969982.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671643463438.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671643624814.csv;../target/test-data/Stripe_Products_rt_3/test-cases_1671644132305.csv,6
test_1jy87h81uxm5i_GetProducts,False,null,False,GetProducts,/v1/products,GET,application/x-www-form-urlencoded,application/json,Authorization=,,created%5Bgt%5D=1630973263;shippable=false;limit=4;created%5Bgte%5D=1628467661;,,,test_1jy87h81uxm5i_GetProducts,200,"{
  ""object"": ""list"",
  ""data"": [
    {
      ""id"": ""s3u6PABpNDmClYM8F"",
      ""object"": ""product"",
      ""active"": false,
      ""attributes"": [],
      ""created"": 1637001855,
      ""default_price"": null,
      ""description"": null,
      ""images"": [],
      ""livemode"": false,
      ""metadata"": {},
      ""name"": ""alveolitis"",
      ""package_dimensions"": {
        ""height"": 23.0,
        ""length"": 56.0,
        ""weight"": 37.0,
        ""width"": 10.0
      },
      ""shippable"": false,
      ""statement_descriptor"": null,
      ""tax_code"": ""txcd_10304000"",
      ""type"": ""service"",
      ""unit_label"": null,
      ""updated"": 1637001855,
      ""url"": null
    },
    {
      ""id"": ""prod_KbMtKTUXJVfH4M"",
      ""object"": ""product"",
      ""active"": true,
      ""attributes"": [],
      ""created"": 1637001845,
      ""default_price"": null,
      ""description"": ""yelp"",
      ""images"": [],
      ""livemode"": false,
      ""metadata"": {},
      ""name"": ""iridotomy"",
      ""package_dimensions"": {
        ""height"": 81.0,
        ""length"": 97.0,
        ""weight"": 53.0,
        ""width"": 3.0
      },
      ""shippable"": false,
      ""statement_descriptor"": ""strychnine"",
      ""tax_code"": ""txcd_32050015"",
      ""type"": ""service"",
      ""unit_label"": null,
      ""updated"": 1637001845,
      ""url"": ""nexus""
    },
    {
      ""id"": ""EW5q5RsXCvlEMNI"",
      ""object"": ""product"",
      ""active"": true,
      ""attributes"": [],
      ""created"": 1637001843,
      ""default_price"": null,
      ""description"": null,
      ""images"": [],
      ""livemode"": false,
      ""metadata"": {},
      ""name"": ""normalization"",
      ""package_dimensions"": null,
      ""shippable"": false,
      ""statement_descriptor"": null,
      ""tax_code"": ""txcd_10503000"",
      ""type"": ""service"",
      ""unit_label"": ""SVmBjm"",
      ""updated"": 1637001843,
      ""url"": ""sightreader""
    },
    {
      ""id"": ""prod_KbMt4KbZQUg6as"",
      ""object"": ""product"",
      ""active"": true,
      ""attributes"": [],
      ""created"": 1637001843,
      ""default_price"": null,
      ""description"": ""underrun"",
      ""images"": [],
      ""livemode"": false,
      ""metadata"": {},
      ""name"": ""serger"",
      ""package_dimensions"": null,
      ""shippable"": false,
      ""statement_descriptor"": null,
      ""tax_code"": ""txcd_10102000"",
      ""type"": ""service"",
      ""unit_label"": null,
      ""updated"": 1637001843,
      ""url"": null
    }
  ],
  ""has_more"": true,
  ""url"": ""/v1/products""
}",application/json,False,"OAS disconformity: [Path '/data/[item]'] Object instance has properties which are not allowed by the schema: [""attributes"";""default_price"";""type""] --- [Path '/data/[item]/package_dimensions'] Instance failed to match exactly one schema (matched 0 out of 2) --- [Path '/data/[item]/package_dimensions'] Object instance has properties which are not allowed by the schema: [""height"";""length"";""weight"";""width""]",OAS disconformity,1671642593647,Stripe_Products_rt_3,../target/test-data/Stripe_Products_rt_3/test-cases_1671642593647.csv,3,1,../target/test-data/Stripe_Products_rt_3/test-cases_1671642593647.csv,1
test_t4kmwrcx4l6a_GetProducts,False,null,False,GetProducts,/v1/products,GET,application/x-www-form-urlencoded,application/json,Authorization=,,expand%5B%5D=data;url=profitlessly;,,,test_t4kmwrcx4l6a_GetProducts,200,"{
  ""object"": ""list"",
  ""data"": [
    {
      ""id"": ""ZISuoX4w48FVj"",
      ""object"": ""product"",
      ""active"": true,
      ""attributes"": [],
      ""created"": 1636358838,
      ""default_price"": null,
      ""description"": ""disambiguate"",
      ""images"": [
        ""grayly""
      ],
      ""livemode"": false,
      ""metadata"": {},
      ""name"": ""celebrity"",
      ""package_dimensions"": null,
      ""shippable"": false,
      ""statement_descriptor"": null,
      ""tax_code"": ""txcd_40060003"",
      ""type"": ""service"",
      ""unit_label"": null,
      ""updated"": 1636358838,
      ""url"": ""profitlessly""
    }
  ],
  ""has_more"": false,
  ""url"": ""/v1/products""
}",application/json,False,"OAS disconformity: [Path '/data/[item]'] Object instance has properties which are not allowed by the schema: [""attributes"";""default_price"";""type""] --- [Path '/data/[item]/package_dimensions'] Instance failed to match exactly one schema (matched 0 out of 2)",OAS disconformity,1671643357286,Stripe_Products_rt_3,../target/test-data/Stripe_Products_rt_3/test-cases_1671643357286.csv,4,1,../target/test-data/Stripe_Products_rt_3/test-cases_1671643357286.csv,1
