Test suite generation,Whole process,Test suite execution
2813,25724918,48326
958,25724918,39666
923,25724918,55446
870,25724918,40055
909,25724918,40542
912,25724918,84856
898,25724918,41638
933,25724918,69966
1028,25724918,45971
990,25724918,55780
917,25724918,37993
956,25724918,71809
991,25724918,40015
1035,25724918,57469
1093,25724918,38155
1079,25724918,84440
994,25724918,38140
983,25724918,69172
1173,25724918,44421
1504,25724918,38173
1046,25724918,55901
1029,25724918,53305
1051,25724918,42998
1073,25724918,63663
1086,25724918,41112
1084,25724918,43283
1335,25724918,54126
1342,25724918,42561
1163,25724918,37903
