Test suite generation,Whole process,Test suite execution
750,1305623,29035
516,1305623,25657
454,1305623,19005
421,1305623,19634
407,1305623,18817
420,1305623,18581
429,1305623,19744
435,1305623,17851
432,1305623,17700
386,1305623,19025
361,1305623,19360
457,1305623,18897
486,1305623,19751
478,1305623,19173
481,1305623,19883
460,1305623,25944
302,1305623,20107
296,1305623,19993
301,1305623,20279
298,1305623,19523
294,1305623,18928
305,1305623,18452
299,1305623,18565
378,1305623,18617
370,1305623,19563
452,1305623,18847
453,1305623,19482
450,1305623,18572
451,1305623,18578
451,1305623,19071
462,1305623,18705
468,1305623,18852
470,1305623,17685
504,1305623,17712
296,1305623,17452
346,1305623,17804
451,1305623,18145
452,1305623,17791
460,1305623,18564
452,1305623,17602
