Test suite generation,Whole process,Test suite execution
100,2491683,53039
22,2491683,47312
20,2491683,47267
7,2491683,40394
20,2491683,40628
9,2491683,46607
14,2491683,58127
13,2491683,192615
14,2491683,47810
16,2491683,41061
24,2491683,41141
14,2491683,48275
12,2491683,42129
19,2491683,40134
10,2491683,38946
8,2491683,49655
13,2491683,49580
15,2491683,48537
17,2491683,39223
18,2491683,48109
16,2491683,47590
18,2491683,50403
16,2491683,39205
16,2491683,41103
15,2491683,40337
17,2491683,49424
16,2491683,48806
14,2491683,47656
16,2491683,47320
18,2491683,39552
18,2491683,39433
15,2491683,40711
17,2491683,48566
17,2491683,39066
16,2491683,40284
16,2491683,40312
8,2491683,39733
11,2491683,40995
14,2491683,48336
14,2491683,40300
