Test suite generation,Whole process,Test suite execution
865,3330063,2618
3255,3330063,2083
3231,3330063,2734
3432,3330063,1903
3306,3330063,2755
3376,3330063,1977
3442,3330063,2334
3459,3330063,2627
3465,3330063,2197
3458,3330063,1709
3564,3330063,2541
3516,3330063,1976
3498,3330063,2001
3580,3330063,2689
3772,3330063,1566
31450,3330063,26203
32607,3330063,22203
31991,3330063,26878
32340,3330063,24389
32863,3330063,25381
32784,3330063,26809
34119,3330063,25114
33503,3330063,27252
34489,3330063,32434
33881,3330063,25457
34536,3330063,25484
34304,3330063,26260
35362,3330063,26250
35470,3330063,26897
35325,3330063,25961
36627,3330063,25627
37001,3330063,27294
36894,3330063,27075
36926,3330063,25887
38115,3330063,26036
36985,3330063,26187
38163,3330063,27471
38409,3330063,25549
37723,3330063,23046
