Test suite generation,Whole process,Test suite execution
316,12227459,303321
286,12227459,295101
175,12227459,300870
176,12227459,293611
157,12227459,293627
181,12227459,293467
275,12227459,293906
164,12227459,295642
335,12227459,292568
164,12227459,290849
287,12227459,293025
166,12227459,291701
172,12227459,291182
292,12227459,293045
156,12227459,294467
169,12227459,292366
281,12227459,291809
267,12227459,292635
159,12227459,291688
152,12227459,289167
154,12227459,294305
155,12227459,294654
157,12227459,293597
155,12227459,291442
162,12227459,293647
162,12227459,292535
197,12227459,293776
285,12227459,290758
161,12227459,293481
270,12227459,291715
193,12227459,291047
159,12227459,291508
161,12227459,291346
192,12227459,294275
221,12227459,293791
164,12227459,294097
165,12227459,291596
163,12227459,291748
162,12227459,290802
158,12227459,294789
