Test suite generation,Whole process,Test suite execution
2227,2140692,4302
2423,2140692,2604
2581,2140692,2124
2650,2140692,2155
2398,2140692,2145
2468,2140692,2069
2557,2140692,1912
2473,2140692,2074
18591,2140692,21667
18849,2140692,24015
19599,2140692,21626
20107,2140692,22886
19635,2140692,22974
19486,2140692,24420
19197,2140692,24193
19239,2140692,22560
20443,2140692,21913
20302,2140692,22005
20409,2140692,24799
19959,2140692,22096
20041,2140692,21384
20249,2140692,21827
20585,2140692,22592
20933,2140692,21912
21236,2140692,20826
20860,2140692,22767
21427,2140692,24687
21939,2140692,27755
21892,2140692,23238
22516,2140692,23192
21812,2140692,25152
22170,2140692,21880
22200,2140692,20548
22406,2140692,20093
32860,2140692,20093
22160,2140692,22429
22306,2140692,21689
22412,2140692,21330
23220,2140692,22399
22868,2140692,20973
